Property_ID,Neighborhood,Property_Type,Bedrooms,Bathrooms,Square_Footage,Year_Built,Listing_Price,Days_On_Market
PROP-1292,north end,Condo,2.0,1.0,1102.0,1996.0,"$502,168",38.142687374823204
PROP-1293,Suburbs,Condo,3.0,1.5,1292.0,1968.0,392420.7,2.2563949295112797
PROP-1294,Downtown,Single Family,0.0,1.5,1166.0,1997.0,424946.9,71.71386578654867
PROP-1295,Suburbs,Single Family,1.0,1.5,1033.0,2018.0,"$368,682",7.165901601824593
PROP-1296,North End,Condo,3.0,1.5,847.0,1960.0,"$344,589.17",8.937600160429335
PROP-1297,downtown,Single Family,1.0,2.5,2896.0,1978.0,"$781,511.33",37.89756883858458
PROP-1298,North End,Single Family,2.0,1.0,1709.0,1994.0,569381.8,22.138359420006932
PROP-1299,Downtown,Single Family,4.0,2.0,1792.0,2017.0,586459.1,24.217868812009826
PROP-1300,Downtown,Duplex,3.0,1.0,2213.0,1985.0,"$642,216",4.800026191119952
PROP-1301,suburbs,Condo,,1.0,1287.0,1997.0, 392505 ,57.34877061706493
PROP-1302,suburbs,Single Family,3.0,3.0,954.0,1964.0, 334238 ,33.595167709931744
PROP-1303,North End,Single Family,2.0,1.5,1976.0,1993.0,"$513,813",5.0913638363137315
PROP-1304,North End,Single Family,2.0,2.5,1007.0,2016.0, 356426 ,16.394136385946524
PROP-1305,,condo,2.0,2.0,1960.0,2023.0,"$501,808",58.201187743177236
PROP-1306,Suburbs,Condo,2.0,1.0,903.0,1989.0,"$358,578",29.405316302760305
PROP-1307,Suburbs,Single Family,1.0,4.0,982.0,1963.0,"$379,352.55",4.0255859665721525
PROP-1308,north end,Single Family,2.0,1.5,1244.0,2012.0, 468993 ,16.325862444609793
PROP-1309,DOWNTOWN,Single Family,3.0,3.0,1936.0,2000.0,"$521,004",9.729594215560638
PROP-1310,Suburbs,Condo,3.0,1.5,2585.0,2007.0,"$666,771.87",25.504603927603494
PROP-1311,Downtown,condo,3.0,3.0,-1791.0,1964.0, 612606 ,64.88343074564696
PROP-1312,Downtown,Single Family,3.0,1.0,1261.0,2014.0,"$365,782",20.061117403555585
PROP-1313,Westbay,Single Family,1.0,2.0,2094.0,2004.0,702957.6,19.87997849013827
PROP-1314,West Bay,Single Family,2.0,2.5,894.0,1959.0,"$305,083.10",82.51526271359964
PROP-1315,North End,Duplex,3.0,3.0,1122.0,1991.0,"$355,638",30.046072456405515
PROP-1316,Suburbs,Single Family,3.0,3.0,1603.0,1960.0,"$540,486.90",29.230289738363243
PROP-1317,Downtown,condo,1.0,2.5,1998.0,,614204.2,10.629127743680636
PROP-1318,Downtown,Condo,4.0,3.0,1452.0,2022.0,"$543,312.99",32.752524464370225
PROP-1319,DOWNTOWN,single family,4.0,1.5,1400.0,,"$372,915",30.02337395015911
PROP-1320,suburbs,Single Family,3.0,1.5,1428.0,1980.0, 488083 ,17.695712816081606
PROP-1321,North End,Single Family,1.0,1.5,2207.0,2022.0,"$633,371",163.70424725950548
PROP-1322,North End,Condo,4.0,2.0,1191.0,2002.0,363652.9,74.76514693556635
PROP-1323,DOWNTOWN,condo,3.0,2.0,1097.0,1957.0,475943.0,48.46243112079739
PROP-1324,Westbay,Condo,4.0,2.0,1420.0,1973.0,"$473,002.85",26.97712202005313
PROP-1325,North End,Condo,4.0,1.5,2309.0,1957.0,N/A,21.700275832781216
PROP-1326,suburbs,Single Family,4.0,2.0,1237.0,1997.0,"$442,625.23",7.155444738182367
PROP-1327,North End,Duplex,3.0,1.5,1426.0,1979.0,"$385,963.08",12.771678867050525
PROP-1328,Suburbs,condo,2.0,1.5,889.0,2007.0,289356.8,52.04663949244339
PROP-1329,downtown,Single Family,3.0,2.0,1446.0,2004.0,453158.5,21.16368161549973
PROP-1330,Suburbs,Duplex,3.0,2.5,1681.0,2022.0,,74.87750569726491
PROP-1331,North End,Condo,3.0,2.5,1007.0,2011.0,"$428,950",5.60225601347165
PROP-1332,Downtown,Condo,2.0,2.0,2208.0,1997.0,"$595,924",24.849380190608713
PROP-1333,Downtown,Condo,2.0,1.5,1674.0,1953.0,"$468,207.30",36.44165050293024
PROP-1334,Downtown,Townhouse,4.0,2.0,1301.0,1986.0,"$458,873",25.459872181951724
PROP-1335,Downtown,Condo,3.0,1.0,1678.0,1957.0,"$513,107.15",77.00949332866719
PROP-1336,West Bay,Single Family,5.0,2.0,1826.0,1950.0,"$465,225",159.68487840888056
PROP-1337,North End,Single Family,4.0,2.0,805.0,2019.0,"$285,847",4.308891851549603
PROP-1338,Suburbs,town house,3.0,1.0,1700.0,1996.0, 515759 ,4.872358199888192
PROP-1339,Downtown,Single Family,3.0,1.5,2282.0,1954.0,"$645,019.40",4.887213837357659
PROP-1340,Suburbs,Single Family,4.0,4.0,1186.0,1999.0, 414907 ,40.00918216579949
PROP-1341,Suburbs,single family,3.0,4.0,1311.0,1973.0,"$379,845",16.320229717137256
PROP-1342,Downtown,single family,3.0,2.0,-1383.0,1996.0,448399.9,46.25900377632697
PROP-1343,Suburbs,Condo,2.0,1.0,2005.0,1967.0,"$633,748",18.19953026329224
PROP-1344,Suburbs,Duplex,3.0,1.5,1066.0,1977.0,254477.6,34.57316738511498
PROP-1345,North End,Single Family,3.0,2.0,-1798.0,1954.0,532821.7,51.41705778782316
PROP-1346,North End,Single Family,2.0,3.0,6263.0,1979.0,"$381,414",27.809281210014024
PROP-1347,Downtown,Single Family,2.0,1.0,2626.0,1950.0,"$726,372",27.14075770589515
PROP-1348,Suburbs,Townhouse,2.0,2.5,1419.0,1995.0,394434.9,3.2330290139570637
PROP-1349,North End,Condo,2.0,1.0,660.0,2018.0, 301260 ,18.513551302301735
PROP-1350,Suburbs,Single Family,2.0,,1908.0,1980.0,643039.4,27.620857230460878
PROP-1351,West Bay,Townhouse,3.0,2.0,1768.0,2019.0, 494781 ,21.695137780056406
PROP-1352,North End,Townhouse,5.0,2.5,1650.0,2005.0,"$475,558",80.86525410032529
PROP-1353,Downtown,Townhouse,3.0,1.5,10172.0,1977.0,"$626,165.41",82.95425294158265
PROP-1354,Downtown,town house,2.0,2.0,845.0,1965.0,"$350,273.88",60.39276888331668
PROP-1355,North End,Single Family,1.0,1.5,1128.0,2003.0,352285.5,16.46682322619346
PROP-1356,Downtown,condo,3.0,1.0,1536.0,2002.0,"$470,725.60",44.217810473743754
PROP-1357,suburbs,SFH,2.0,3.0,1621.0,1961.0,"$476,547.40",17.60513054337203
PROP-1358,Westbay,Townhouse,4.0,3.0,1461.0,1969.0, 450502 ,9.265856600718987
PROP-1359,suburbs,Condo,3.0,3.0,893.0,1983.0, 361423 ,14.697308085026018
PROP-1360,Suburbs,condo,4.0,2.0,1315.0,2002.0,"$464,100.61",2.576296493140312
PROP-1361,North End,Condo,2.0,2.5,2563.0,2013.0,"$647,306.50",14.10969316920741
PROP-1362,Suburbs,Single Family,3.0,1.0,1048.0,1972.0,"$395,302",21.6146546452387
PROP-1363,suburbs,Condo,2.0,1.5,1524.0,1976.0,N/A,108.91428979123562
PROP-1364,Westbay,nan,5.0,1.5,1800.0,1966.0, 615508 ,13.160658573966044
PROP-1365,Suburbs,town house,3.0,2.0,1986.0,1997.0,"$557,970.81",81.45992727282822
PROP-1366,Westbay,Single Family,2.0,2.0,1905.0,1970.0,575105.4,9.095908628268635
PROP-1367,West Bay,Single Family,2.0,1.0,1283.0,1999.0, 430750 ,7.417127107993287
PROP-1368,Downtown,Single Family,2.0,2.0,1126.0,1989.0,"$418,459",25.615749699190513
PROP-1369,Downtown,Condo,3.0,2.5,2634.0,1952.0,"$710,419.04",39.07056789724729
PROP-1370,Downtown,Townhouse,2.0,2.0,2050.0,1966.0,"$588,945",1.587073915626505
PROP-1371,Downtown,Single Family,3.0,1.0,1572.0,2010.0,"$463,024",8.744007560842809
PROP-1372,Downtown,Condo,2.0,1.5,2391.0,1999.0,"$725,316.88",21.287864700449926
PROP-1373,North End,Townhouse,3.0,1.5,888.0,, 359338 ,14.069219505780898
PROP-1374,Downtown,Condo,4.0,1.5,956.0,1977.0,"$374,602",43.64337785537835
PROP-1375,Suburbs,Condo,4.0,2.0,667.0,2021.0, 351588 ,25.05024412486509
PROP-1376,West Bay,Condo,4.0,2.0,1615.0,2004.0,"$560,824.17",6.11733448280909
PROP-1377,Downtown,Condo,2.0,2.0,1640.0,2007.0,"$557,908.64",78.70506776115636
PROP-1378,north end,Single Family,1.0,2.0,925.0,1994.0,407725.0,12.13069223893337
PROP-1379,Suburbs,Condo,3.0,2.5,2025.0,2021.0,"$665,924",45.973599424028926
PROP-1380,Downtown,Condo,2.0,1.5,757.0,1968.0,"$272,956",52.98107442737828
PROP-1381,North End,Townhouse,3.0,2.0,1731.0,1978.0,"$517,368",115.53880255246573
PROP-1382,North End,Condo,1.0,2.5,1861.0,1972.0,"$591,243.75",24.155829602591172
PROP-1383,West Bay,condo,2.0,1.5,1609.0,, 464080 ,33.48395655371531
PROP-1384,North End,Single Family,1.0,1.0,881.0,1959.0,"$327,480.52",14.272378077438322
PROP-1385,north end,SFH,4.0,3.0,2252.0,1998.0,"$654,269",39.68162451238038
PROP-1386,Suburbs,Single Family,2.0,1.5,1297.0,2014.0,"$1,487,668",21.786504808721123
PROP-1387,Downtown,Single Family,3.0,2.0,1299.0,1978.0,438679.8,20.14722682758904
PROP-1388,North End,Condo,1.0,1.0,1213.0,2008.0,"$365,418",67.69878796360189
PROP-1389,north end,nan,3.0,2.0,1927.0,1994.0,"$572,265.56",1.8014864063706302
PROP-1390,,Single Family,2.0,1.5,1277.0,2016.0,"$436,945",74.7863303947586
PROP-1391,Suburbs,single family,4.0,1.0,1015.0,2000.0,"$445,950.86",66.88552478324826
PROP-1392,Suburbs,Townhouse,4.0,2.0,2104.0,1960.0,"$600,774.78",24.70865042594523
PROP-1393,North End,Single Family,2.0,1.5,1512.0,1955.0,Unknown,23.580983500654245
PROP-1394,Suburbs,Condo,5.0,2.0,9578.0,2016.0,"$650,364",15.71902885806669
PROP-1395,Westbay,Condo,,1.0,1549.0,2011.0,"$347,998.53",180.08861025505863
PROP-1396,West Bay,Condo,4.0,1.0,1186.0,1954.0,"$396,635",4.124698800237078
PROP-1397,Suburbs,Single Family,4.0,1.5,-796.0,1958.0,302033.6,31.22431277258816
PROP-1398,North End,Single Family,2.0,1.0,1617.0,1977.0, 517574 ,40.064608787094826
PROP-1399,North End,condo,3.0,3.0,1384.0,1987.0,,95.3089621366416
PROP-1400,Downtown,Condo,1.0,1.0,1954.0,1992.0,"$649,615.48",53.02686012419602
PROP-1401,West Bay,Single Family,1.0,2.0,1257.0,1970.0,"$1,531,938",36.1338402119427
PROP-1402,Suburbs,condo,,1.0,1748.0,2011.0,464786.2,4.347614222785668
PROP-1403,north end,Single Family,2.0,1.5,1528.0,1995.0,Unknown,16.37927572752255
PROP-1404,Suburbs,Condo,3.0,3.0,1151.0,2019.0, 385075 ,5.231690406516643
PROP-1405,West Bay,Single Family,4.0,1.5,1291.0,1987.0,"$450,439",74.5647368701532
PROP-1406,Suburbs,Duplex,4.0,4.0,948.0,1998.0,"$361,199",48.46730456402376
PROP-1407,Downtown,Single Family,,1.5,2697.0,1988.0,712381.3,49.59168473856901
PROP-1408,West Bay,Single Family,2.0,2.5,1736.0,2020.0, 475544 ,36.97015668685976
PROP-1409,Downtown,Single Family,1.0,2.0,927.0,1979.0,314835.4,24.756704666941566
PROP-1410,Suburbs,Single Family,3.0,3.0,2649.0,1970.0,"$692,001",5.686970883558337
PROP-1411,Westbay,Townhouse,2.0,2.0,1043.0,1950.0,"$452,518",14.000779704782609
PROP-1412,Westbay,nan,1.0,2.0,1250.0,1981.0,"$390,370",5.153505605970387
PROP-1413,suburbs,Single Family,2.0,1.5,1418.0,1957.0,"$464,559.73",
PROP-1414,North End,single family,4.0,1.5,1541.0,2018.0,"$532,531",6.111902182630258
PROP-1415,Suburbs,Condo,3.0,3.0,1936.0,1979.0,"$584,758.75",42.386501707753844
PROP-1416,Suburbs,Townhouse,2.0,1.5,732.0,1957.0,"$262,276.03",41.24697594408817
PROP-1417,Suburbs,Condo,3.0,2.0,1549.0,1968.0,"$535,058",21.52146382115393
PROP-1418,North End,single family,2.0,2.5,1393.0,2008.0, 472446 ,5.085155145528813
PROP-1419,North End,single family,1.0,1.5,1627.0,2004.0,409603.0,13.231600137558772
PROP-1420,north end,Condo,4.0,4.0,1370.0,1979.0,"$507,544",
PROP-1421,north end,Single Family,3.0,2.5,1310.0,1985.0,"$477,429",42.184009217632195
PROP-1422,Downtown,Condo,4.0,2.0,1472.0,2004.0,"$489,009.64",4.22619136183203
PROP-1423,Suburbs,Single Family,1.0,3.0,2598.0,1993.0,795120.4,61.82726350283731
PROP-1424,Downtown,condo,4.0,1.0,1318.0,1976.0,"$478,258",50.096278063502346
PROP-1425,suburbs,Single Family,3.0,1.5,2218.0,2003.0, 688679 ,7.2160211702152806
PROP-1426,Suburbs,Condo,3.0,2.0,1604.0,1997.0, 549578 ,44.44950192752712
PROP-1427,West Bay,SFH,3.0,1.5,1580.0,1979.0,"$531,572.98",38.64585316365589
PROP-1428,Suburbs,Condo,4.0,2.5,1632.0,1988.0,"$428,490",48.258198517292556
PROP-1429,Downtown,Single Family,3.0,3.0,1798.0,1962.0,470380.8,7.3289697024444225
PROP-1430,Downtown,Condo,3.0,2.0,1352.0,1965.0,"$485,766.28",6.002109043354044
PROP-1431,North End,Condo,,1.5,2166.0,1993.0,"$682,032",9.443741299388016
PROP-1432,North End,Condo,4.0,4.0,1800.0,2020.0,514187.1,15.942639441867891
PROP-1433,Downtown,Condo,3.0,2.0,977.0,1976.0,"$314,809.52",55.23889439404346
PROP-1434,Downtown,Condo,3.0,2.0,662.0,1994.0,307497.6,46.86921758358189
PROP-1435,North End,Townhouse,2.0,2.0,2570.0,1984.0,650130.9,90.87073087858913
PROP-1436,Downtown,Single Family,2.0,3.0,1649.0,1977.0, 505245 ,2.1146492357568536
PROP-1437,north end,Townhouse,3.0,2.0,936.0,1956.0,"$340,002.22",0.4068250818790657
PROP-1438,North End,SFH,5.0,2.5,1318.0,2011.0,"$429,750.67",42.03872221057536
PROP-1439,Downtown,Single Family,5.0,2.5,2050.0,2000.0,Unknown,11.463023849124491
PROP-1440,Downtown,Single Family,2.0,1.5,-1443.0,1995.0, 438869 ,14.23044270274849
PROP-1441,,Single Family,3.0,2.0,1486.0,1969.0, 479341 ,27.699917702874412
PROP-1442,Suburbs,condo,2.0,2.5,1923.0,1987.0,"$513,980",3.7815877595959777
PROP-1443,Suburbs,Condo,,2.0,1701.0,2010.0,"$1,983,017",36.020736054981874
PROP-1444,north end,condo,,2.5,1843.0,1981.0,,13.76413677911347
PROP-1445,Westbay,Condo,3.0,3.0,1916.0,1975.0, 624569 ,35.05661263909234
PROP-1446,,single family,4.0,2.0,1197.0,2007.0, 302806 ,62.85331977796089
PROP-1447,North End,Single Family,3.0,2.5,1235.0,1988.0,419094.7,6.568430092771489
PROP-1448,Suburbs,Single Family,3.0,2.5,1149.0,1969.0, 408680 ,93.51339307030608
PROP-1449,Downtown,single family,1.0,2.5,1258.0,1999.0, 467738 ,26.477072547929307
PROP-1450,North End,Single Family,3.0,2.0,1467.0,2001.0, 443834 ,89.70542637907144
PROP-1451,suburbs,Single Family,3.0,1.0,1502.0,1971.0,"$515,941",8.149859897475144
PROP-1452,Suburbs,Condo,3.0,2.0,2366.0,2002.0,"$646,803",32.47170319167822
PROP-1453,West Bay,Condo,2.0,2.0,1674.0,2015.0,522548.1,18.106383028546407
PROP-1454,Downtown,nan,5.0,2.0,1477.0,1992.0,"$516,323",52.08713685082583
PROP-1455,Suburbs,town house,2.0,2.5,1065.0,1972.0,"$342,418",32.59106507264952
PROP-1456,Downtown,Condo,3.0,2.0,1380.0,2013.0,"$486,923.09",23.878323649339364
PROP-1457,Suburbs,single family,3.0,2.0,,1958.0,"$745,260.59",85.45878012778346
PROP-1458,Downtown,Condo,3.0,1.5,2623.0,1956.0,"$2,491,975",16.568883863638057
PROP-1459,Downtown,condo,3.0,2.5,1374.0,1990.0,"$422,287.81",8.69525934497008
PROP-1460,Downtown,Single Family,2.0,2.0,831.0,,"$238,378.83",32.78630607831634
PROP-1461,North End,single family,2.0,1.5,,2014.0,"$435,371",34.2384619230904
PROP-1462,North End,Townhouse,3.0,1.5,2375.0,1951.0,"$657,532.05",20.23710687560293
PROP-1463,suburbs,single family,3.0,2.5,1470.0,1953.0, 502226 ,23.335185083856196
PROP-1464,Westbay,Condo,2.0,2.0,1924.0,1981.0,"$597,380",112.2720566432049
PROP-1465,Suburbs,Condo,3.0,1.5,1527.0,1951.0,"$533,997",46.176554449970304
PROP-1466,Suburbs,Single Family,3.0,4.0,911.0,2013.0,"$400,121.52",4.102355956756399
PROP-1467,West Bay,Single Family,3.0,2.5,1545.0,1963.0,"$631,804.43",8.344779355693342
PROP-1468,downtown,Single Family,4.0,4.0,2008.0,1969.0,"$614,839",129.9275249927971
PROP-1469,Westbay,Single Family,2.0,2.0,1252.0,1998.0, 386700 ,
PROP-1470,Downtown,Single Family,1.0,2.0,-1990.0,1957.0, 625034 ,86.29722707502235
PROP-1471,Westbay,Townhouse,4.0,3.0,1577.0,2012.0,"$569,150.05",12.677230736153458
PROP-1472,Downtown,Single Family,3.0,2.0,1955.0,1995.0,"$601,468",47.39979233466953
PROP-1473,West Bay,Condo,3.0,2.5,1709.0,1970.0,"$430,441.63",43.81205284991699
PROP-1474,Suburbs,Single Family,4.0,1.5,1089.0,1981.0,414477.7,12.219124255114279
PROP-1475,,Duplex,4.0,2.0,1385.0,1957.0,426287.4,28.01131900588357
PROP-1476,Downtown,Single Family,0.0,1.0,1370.0,1965.0,"$391,875",34.5551632271322
PROP-1477,suburbs,single family,3.0,1.5,1232.0,1989.0,"$429,453",22.96368895933397
PROP-1478,Westbay,Townhouse,3.0,1.0,1665.0,1976.0, 447579 ,61.442402169577804
PROP-1479,Suburbs,Townhouse,3.0,1.0,2799.0,1967.0, 811857 ,62.61421575584615
PROP-1480,North End,Single Family,2.0,,2167.0,1984.0,"$659,705",66.53960867098866
PROP-1481,North End,Townhouse,3.0,1.5,,2001.0,644192.8,56.93463866881581
PROP-1482,Suburbs,single family,2.0,2.0,1207.0,1964.0,"$390,776",23.435779802259876
PROP-1483,North End,SFH,5.0,2.5,2277.0,2012.0,"$642,598",16.812541607920025
PROP-1484,suburbs,Single Family,3.0,2.0,2527.0,2002.0, 660417 ,62.302995206151074
PROP-1485,West Bay,Single Family,3.0,1.5,1194.0,2015.0,"$409,136",23.580887682815348
PROP-1486,Downtown,Condo,2.0,2.5,1772.0,, 411769 ,9.89994612081417
PROP-1487,Suburbs,SFH,1.0,2.0,1787.0,2010.0,"$547,171.03",24.778010878517108
PROP-1488,Westbay,single family,1.0,2.5,1418.0,2013.0,"$467,085",5.354165672886081
PROP-1489,West Bay,Condo,3.0,2.5,,1983.0,"$544,621.62",41.17586432312505
PROP-1490,Suburbs,condo,1.0,,1816.0,2004.0,"$563,029",14.32741046664143
PROP-1491,North End,Single Family,3.0,2.0,1449.0,2008.0,"$512,845",10.5698515118079
PROP-1492,DOWNTOWN,Condo,4.0,1.5,2133.0,1952.0,643818.2,109.7318398389867
PROP-1493,Downtown,Single Family,4.0,2.0,979.0,1966.0,"$411,976",52.50174994943207
PROP-1494,Suburbs,condo,3.0,1.0,1368.0,1995.0, 568894 ,54.13763146363693
PROP-1495,Suburbs,Condo,2.0,3.0,1936.0,1987.0,"$594,873.14",34.20994379037885
PROP-1496,suburbs,Duplex,4.0,1.0,2696.0,1984.0, 751357 ,63.95986966827047
PROP-1497,Downtown,Single Family,4.0,1.5,2178.0,1950.0,"$682,494",49.827146899679825
PROP-1498,,Single Family,2.0,2.5,1610.0,1978.0,"$483,104",31.96303887018758
PROP-1499,,Single Family,3.0,2.0,1472.0,1953.0,"$468,578.25",113.65859827525378
PROP-1500,North End,Single Family,2.0,2.0,1394.0,2010.0,"$475,524",7.444221616101954
PROP-1501,suburbs,Single Family,4.0,2.0,1396.0,1966.0,"$460,446",100.49858127075765
PROP-1502,Suburbs,town house,,3.0,794.0,1977.0,"$327,802",17.962890318873455
PROP-1503,north end,Single Family,1.0,1.5,2657.0,1999.0,775111.6,26.306768413940826
PROP-1504,North End,Single Family,4.0,3.0,,1957.0,405633.2,4.583288138268312
PROP-1505,Downtown,condo,3.0,1.0,5258.0,1983.0,498586.3,27.18668328783787
PROP-1506,West Bay,single family,99.0,2.5,1763.0,2008.0,"$559,629",33.06476503529699
PROP-1507,north end,condo,3.0,2.5,1200.0,1967.0,395898.1,212.64308563278396
PROP-1508,Westbay,Single Family,4.0,1.5,2065.0,2008.0, 677477 ,129.38119836042995
PROP-1509,North End,SFH,1.0,2.0,1181.0,1976.0,"$414,469.97",118.76020156984744
PROP-1510,North End,Single Family,2.0,1.5,1965.0,1965.0,"$588,245",14.990712745873354
PROP-1511,Suburbs,Single Family,1.0,2.5,1387.0,1959.0,"$445,433.72",165.92061252904432
PROP-1512,Westbay,town house,99.0,2.0,-1686.0,1971.0,N/A,21.274652412486184
PROP-1513,West Bay,Single Family,4.0,2.0,2015.0,1965.0,"$592,863.48",66.83030399731045
PROP-1514,Downtown,Condo,4.0,1.5,5768.0,1961.0,N/A,8.53140629899536
PROP-1515,Downtown,single family,5.0,1.5,1999.0,2000.0, 634657 ,24.670874402889197
PROP-1516,Suburbs,Single Family,1.0,1.0,807.0,1950.0,"$380,703",118.36127051439497
PROP-1517,north end,Townhouse,2.0,1.5,2460.0,1976.0,"$763,461.01",102.8319577511374
PROP-1518,,Single Family,1.0,2.0,2112.0,2016.0, 643179 ,40.29110480213568
PROP-1519,Downtown,Condo,2.0,3.0,1492.0,1961.0, 529743 ,55.949908297511534
PROP-1520,suburbs,Duplex,2.0,2.0,2237.0,1979.0,630581.1,6.7935951607437515
PROP-1521,Suburbs,Condo,3.0,2.0,2159.0,1958.0,"$671,124",44.76173378931328
PROP-1522,Westbay,town house,2.0,4.0,1537.0,2002.0,"$521,467",33.68636898673198
PROP-1523,West Bay,Single Family,2.0,2.5,6890.0,2010.0,"$510,724.22",3.3606068688117907
PROP-1524,West Bay,single family,2.0,3.0,1120.0,2003.0,"$326,435.34",4.203135163155331
PROP-1525,Suburbs,Single Family,2.0,2.0,1564.0,1986.0,"$476,591.22",4.017530980012506
PROP-1526,Suburbs,Condo,99.0,1.5,900.0,2014.0,"$346,021",45.10269723264749
PROP-1527,DOWNTOWN,nan,4.0,1.0,1957.0,1991.0,604541.5,5.348675830741283
PROP-1528,Downtown,Single Family,0.0,2.5,1971.0,1998.0,N/A,22.071303325517857
PROP-1529,West Bay,Condo,3.0,1.0,811.0,1953.0,"$367,090.81",15.455379081269028
PROP-1530,north end,Single Family,2.0,1.5,2379.0,2013.0,"$636,921.30",27.987002297099448
PROP-1531,,Condo,4.0,2.0,1244.0,2000.0, 402142 ,42.902913593196274
PROP-1532,,SFH,2.0,2.0,3586.0,2021.0,"$1,001,520",40.40057677758608
PROP-1533,suburbs,Duplex,2.0,2.0,1657.0,2009.0,"$490,979",25.363763411511705
PROP-1534,North End,Condo,2.0,1.5,2387.0,1980.0,"$720,954.96",21.848612707470274
PROP-1535,Westbay,Single Family,2.0,2.0,1108.0,2021.0,"$399,100",17.751704606471865
PROP-1536,West Bay,Single Family,2.0,2.0,1386.0,2007.0,"$447,385.59",69.29472403431025
PROP-1537,downtown,Single Family,2.0,4.0,1280.0,,"$408,630",14.061240410177064
PROP-1538,Suburbs,Single Family,3.0,2.5,-895.0,1971.0,"$209,740.01",10.508696148128276
PROP-1539,Downtown,Single Family,1.0,3.0,980.0,1952.0, 389862 ,47.59676424925421
PROP-1540,Westbay,Townhouse,2.0,2.5,1473.0,1996.0,"$426,609",15.607115293403236
PROP-1541,North End,Condo,4.0,2.0,1742.0,1987.0, 469506 ,65.70578720014056
PROP-1542,downtown,Condo,2.0,1.5,1068.0,,"$396,175",13.906597421589167
PROP-1543,North End,Single Family,2.0,2.0,1358.0,1997.0,"$494,988",42.366683001337144
PROP-1544,North End,Townhouse,4.0,2.0,1198.0,2014.0,"$337,096.03",1.6155330703168846
PROP-1545,Suburbs,Condo,2.0,2.0,1505.0,1975.0,"$526,260",17.04670388702987
PROP-1546,Downtown,Single Family,1.0,2.0,,1957.0,"$529,065",14.714758250434649
PROP-1547,North End,Condo,3.0,2.0,-1591.0,1999.0,"$529,251",59.37802997657725
PROP-1548,Suburbs,Condo,2.0,1.5,1261.0,1987.0, 453558 ,119.45248049455071
PROP-1549,North End,Single Family,3.0,2.0,2135.0,1959.0, 610392 ,
PROP-1550,Suburbs,single family,4.0,1.5,1724.0,1991.0, 530569 ,60.971196415496884
PROP-1551,West Bay,SFH,2.0,2.5,1607.0,1986.0,"$485,615.58",42.10344804116214
PROP-1552,suburbs,Single Family,3.0,1.5,1073.0,1975.0,"$397,883",119.80546398419354
PROP-1553,suburbs,Duplex,3.0,1.0,2059.0,1961.0,"$614,541.65",58.33039025701076
PROP-1554,West Bay,Townhouse,2.0,2.0,1781.0,1998.0,"$500,152",2.8225444315961687
PROP-1555,Suburbs,Condo,3.0,2.0,1811.0,1963.0,"$487,340",43.72393047421433
PROP-1556,Downtown,SFH,2.0,2.0,1425.0,1995.0,"$508,955.85",26.837758782616906
PROP-1557,Downtown,single family,3.0,1.5,1341.0,,454244.0,0.5800419959012897
PROP-1558,North End,Condo,1.0,2.0,2662.0,,"$774,803",10.130197636892747
PROP-1559,North End,Condo,3.0,1.5,1334.0,1961.0,"$413,412",89.17697183171346
PROP-1560,North End,Single Family,2.0,3.0,1001.0,1993.0,Unknown,91.15819621552139
PROP-1561,downtown,Condo,4.0,3.0,1633.0,2015.0,"$463,750",56.129733395295105
PROP-1562,Downtown,Townhouse,1.0,2.0,1532.0,1951.0,478981.2,140.18247646907565
PROP-1563,Downtown,single family,3.0,1.5,2167.0,2008.0,"$637,245",
PROP-1564,Suburbs,Single Family,3.0,2.5,1461.0,1966.0,447001.1,0.3589812418146117
PROP-1565,suburbs,condo,3.0,1.0,1888.0,1959.0,"$635,684.27",11.880565428106738
PROP-1566,Suburbs,Single Family,3.0,2.0,2434.0,1967.0,"$656,637",1.0886015508998652
PROP-1567,Suburbs,Single Family,3.0,1.5,1746.0,1971.0, 545371 ,3.459230279139914
PROP-1568,West Bay,Single Family,4.0,3.0,1091.0,2007.0,"$350,266",8.644171563495085
PROP-1569,Suburbs,Single Family,4.0,1.0,798.0,2002.0,"$295,226.77",24.51014021845833
PROP-1570,Suburbs,condo,2.0,2.0,1763.0,1950.0,"$533,869",65.82801973039014
PROP-1571,north end,Condo,3.0,2.5,1365.0,2010.0,"$412,896",69.3091253898328
PROP-1572,Suburbs,Single Family,4.0,2.0,1670.0,1980.0, 521349 ,33.517348827737784
PROP-1573,North End,Townhouse,,1.0,1536.0,1980.0, 507762 ,92.1737511998387
PROP-1574,West Bay,Townhouse,4.0,,994.0,1820.0, 417784 ,24.264514452857522
PROP-1575,Westbay,Townhouse,2.0,2.0,,,"$422,282",76.94924483134409
PROP-1576,Downtown,Single Family,2.0,2.0,1070.0,2002.0,"$393,021.14",21.183953961504812
PROP-1577,West Bay,single family,3.0,1.5,1301.0,2023.0,"$433,428",11.363006159584424
PROP-1578,Suburbs,nan,3.0,2.0,,1971.0, 519415 ,86.86532027473079
PROP-1579,DOWNTOWN,condo,3.0,2.0,1576.0,1972.0,445847.0,17.182092081155233
PROP-1580,Suburbs,Single Family,3.0,1.0,1850.0,1964.0,,24.499253796293345
PROP-1581,,Single Family,4.0,1.0,1618.0,1975.0,"$444,980",13.957246185078713
PROP-1582,Suburbs,SFH,2.0,2.5,1397.0,1952.0,"$454,051.01",38.05166982604237
